weekly_self_study_hours,attendance_percentage,class_participation,study_attendance_interaction,engagement_score,total_score
13.6,71.8,7.5,976.4799999999999,39.65,87.4
10.9,82.3,7.7,897.07,45.0,71.1
7.9,84.7,7.5,669.1300000000001,46.1,67.0
10.5,68.3,5.9,717.15,37.1,73.1
6.4,94.4,5.0,604.1600000000001,49.7,68.1
15.2,89.1,4.7,1354.32,46.9,86.5
9.6,66.3,6.4,636.4799999999999,36.35,79.1
16.6,85.1,7.2,1412.66,46.15,79.2
4.1,87.9,7.3,360.39,47.6,50.5
17.3,93.4,6.3,1615.8200000000002,49.85,100.0
20.8,90.3,9.5,1878.24,49.9,100.0
1.0,74.2,4.3,74.2,39.25,60.3
17.6,61.9,6.1,1089.44,34.0,99.5
23.6,97.3,4.9,2296.28,51.1,96.5
6.5,73.7,5.4,479.05,39.550000000000004,54.7
26.7,81.0,5.2,2162.7,43.1,100.0
17.9,80.3,5.1,1437.37,42.699999999999996,77.7
10.1,72.3,8.1,730.2299999999999,40.199999999999996,75.0
14.6,100.0,5.0,1460.0,52.5,75.5
18.9,66.1,10.0,1249.2899999999997,38.05,91.5
15.5,73.5,8.9,1139.25,41.2,97.3
18.8,71.4,4.3,1342.3200000000002,37.85,93.9
8.6,85.2,6.1,732.72,45.65,64.3
16.2,86.4,4.6,1399.68,45.5,72.0
5.1,85.0,4.4,433.49999999999994,44.7,65.5
14.2,88.9,8.6,1262.38,48.75,78.4
8.7,58.9,6.9,512.43,32.9,65.2
9.9,89.7,4.9,888.0300000000001,47.300000000000004,71.3
23.7,91.0,6.5,2156.7,48.75,100.0
22.6,98.0,6.0,2214.8,52.0,100.0
19.3,62.9,6.5,1213.97,34.7,91.9
7.4,86.9,8.4,643.0600000000001,47.650000000000006,79.2
12.8,100.0,6.0,1280.0,53.0,82.1
23.5,86.4,6.7,2030.4,46.550000000000004,100.0
16.0,94.6,6.6,1513.6,50.599999999999994,98.5
31.2,92.7,7.2,2892.2400000000002,49.95,100.0
17.8,90.5,6.6,1610.9,48.55,93.0
16.3,76.4,5.7,1245.3200000000002,41.050000000000004,81.2
12.8,77.8,7.4,995.84,42.6,71.3
15.9,88.4,7.8,1405.5600000000002,48.1,79.0
13.9,82.8,10.0,1150.92,46.4,91.8
20.0,81.1,4.4,1622.0,42.75,95.8
21.7,80.9,5.1,1755.53,43.0,100.0
9.5,78.1,5.6,741.9499999999999,41.849999999999994,77.0
5.7,90.1,7.0,513.5699999999999,48.55,68.5
2.1,86.1,3.2,180.81,44.65,58.7
18.6,94.2,7.8,1752.1200000000001,51.0,95.5
7.3,93.6,7.6,683.28,50.599999999999994,66.1
0.0,86.4,8.2,0.0,47.300000000000004,51.7
17.7,86.2,8.9,1525.74,47.550000000000004,94.8
32.5,100.0,10.0,3250.0,55.0,100.0
15.0,100.0,5.6,1500.0,52.8,81.2
20.9,78.6,4.6,1642.7399999999998,41.599999999999994,100.0
15.6,76.5,6.7,1193.3999999999999,41.6,97.4
14.3,100.0,7.4,1430.0,53.7,72.3
21.4,77.1,5.5,1649.9399999999998,41.3,98.7
13.0,89.4,9.1,1162.2,49.25,75.1
16.9,76.6,8.7,1294.5399999999997,42.65,87.3
17.3,87.9,8.3,1520.67,48.1,88.1
10.3,85.1,7.4,876.53,46.25,68.9
21.9,91.2,7.0,1997.28,49.1,100.0
13.8,81.3,7.9,1121.94,44.6,74.1
9.7,93.5,5.1,906.9499999999999,49.3,80.1
18.8,60.6,10.0,1139.28,35.3,85.7
8.7,81.6,5.3,709.9199999999998,43.449999999999996,65.8
15.2,79.2,8.7,1203.84,43.95,84.8
14.9,83.5,6.3,1244.15,44.9,93.0
22.6,70.8,4.4,1600.08,37.6,100.0
18.3,73.8,7.4,1350.54,40.6,95.3
14.8,69.4,7.5,1027.1200000000001,38.45,93.3
20.7,87.1,7.9,1802.9699999999998,47.5,91.6
24.7,100.0,4.7,2470.0,52.35,100.0
18.9,75.2,7.9,1421.28,41.550000000000004,100.0
15.1,100.0,8.1,1510.0,54.05,83.4
5.8,84.1,6.7,487.78,45.4,59.8
7.5,80.0,6.8,600.0,43.4,76.7
12.9,81.2,8.3,1047.48,44.75,86.0
10.7,96.3,6.7,1030.4099999999999,51.5,69.5
13.7,83.4,3.4,1142.58,43.400000000000006,98.7
15.4,92.8,8.5,1429.12,50.65,89.6
18.7,86.3,1.9,1613.81,44.1,95.3
14.5,81.3,4.7,1178.85,43.0,81.8
18.4,80.5,5.9,1481.1999999999998,43.2,100.0
15.5,74.7,6.4,1157.8500000000001,40.550000000000004,86.5
1.2,81.8,5.8,98.16,43.8,40.6
8.4,85.2,6.9,715.6800000000001,46.050000000000004,68.0
14.0,89.7,6.3,1255.8,48.0,88.0
6.5,91.1,6.0,592.15,48.55,77.6
19.2,85.1,4.4,1633.9199999999998,44.75,100.0
25.7,78.9,6.3,2027.73,42.6,100.0
23.5,96.4,5.4,2265.4,50.900000000000006,100.0
13.5,77.4,5.9,1044.9,41.650000000000006,97.1
25.4,68.5,5.1,1739.8999999999999,36.8,100.0
16.0,85.2,7.9,1363.2,46.550000000000004,83.9
12.6,63.7,4.0,802.62,33.85,95.1
10.7,98.2,8.1,1050.74,53.15,82.3
12.9,88.6,4.7,1142.94,46.65,91.0
12.3,93.8,7.2,1153.74,50.5,70.1
16.2,87.2,5.8,1412.6399999999999,46.5,94.2
16.1,89.6,5.9,1442.56,47.75,97.5
15.0,73.7,4.4,1105.5,39.050000000000004,88.7
18.1,89.6,3.9,1621.76,46.75,100.0
23.3,62.7,3.9,1460.91,33.300000000000004,100.0
21.6,91.0,10.0,1965.6000000000001,50.5,100.0
4.6,83.3,3.7,383.17999999999995,43.5,55.4
0.0,75.1,7.9,0.0,41.5,43.6
21.5,80.4,1.7,1728.6000000000001,41.050000000000004,87.5
5.4,84.4,8.0,455.76000000000005,46.2,57.2
13.4,88.2,8.4,1181.88,48.300000000000004,94.3
6.8,79.0,3.7,537.1999999999999,41.35,62.2
2.4,97.4,6.9,233.76,52.150000000000006,47.4
18.8,100.0,5.6,1880.0,52.8,100.0
20.3,75.6,3.6,1534.6799999999998,39.599999999999994,80.3
11.0,70.3,6.2,773.3,38.25,72.9
0.0,76.9,10.0,0.0,43.45,60.7
11.2,84.6,6.6,947.5199999999999,45.599999999999994,88.6
17.7,91.4,5.8,1617.78,48.6,82.9
4.6,82.9,8.2,381.34,45.550000000000004,61.4
16.3,86.5,5.2,1409.95,45.85,80.3
14.9,78.7,8.2,1172.63,43.45,74.3
19.1,83.8,2.9,1600.5800000000002,43.35,98.8
15.8,82.4,3.6,1301.92,43.0,80.6
8.2,71.8,8.5,588.7599999999999,40.15,40.1
23.4,100.0,7.6,2340.0,53.8,100.0
13.9,83.0,2.8,1153.7,42.9,100.0
14.8,95.5,4.3,1413.4,49.9,78.5
8.5,75.9,4.9,645.1500000000001,40.400000000000006,63.9
11.9,78.6,6.3,935.3399999999999,42.449999999999996,89.9
8.8,94.5,7.3,831.6,50.9,64.2
13.8,77.9,3.8,1075.0200000000002,40.85,81.9
27.0,92.7,10.0,2502.9,51.35,100.0
5.4,80.8,6.0,436.32,43.4,65.2
3.7,90.2,6.5,333.74,48.35,54.6
25.3,72.9,4.5,1844.3700000000001,38.7,100.0
13.5,83.6,5.3,1128.6,44.449999999999996,66.2
10.3,95.6,6.7,984.6800000000001,51.15,85.9
22.3,78.0,5.2,1739.4,41.6,95.6
10.8,89.4,5.5,965.5200000000001,47.45,76.8
27.8,89.7,4.4,2493.6600000000003,47.050000000000004,100.0
19.7,87.9,5.1,1731.63,46.5,94.4
11.6,91.0,7.0,1055.6,49.0,98.7
30.1,72.7,7.0,2188.27,39.85,100.0
10.8,64.0,4.9,691.2,34.45,61.6
20.2,91.0,4.9,1838.2,47.95,100.0
17.1,87.8,5.5,1501.38,46.65,94.1
24.1,71.3,3.9,1718.33,37.6,100.0
25.9,88.4,8.8,2289.56,48.6,100.0
15.2,85.9,4.5,1305.68,45.2,82.9
9.7,83.7,5.4,811.89,44.550000000000004,63.3
18.2,84.6,5.2,1539.7199999999998,44.9,93.0
10.3,83.2,10.0,856.96,46.6,68.4
29.1,75.4,1.4,2194.1400000000003,38.400000000000006,100.0
16.0,79.7,7.7,1275.2,43.7,100.0
12.4,83.4,4.1,1034.16,43.75,63.5
16.3,100.0,7.0,1630.0,53.5,91.8
5.6,99.2,7.9,555.52,53.550000000000004,53.1
8.2,99.3,7.0,814.2599999999999,53.15,53.4
23.4,88.8,0.6,2077.9199999999996,44.699999999999996,95.6
10.4,96.5,3.6,1003.6,50.05,80.9
7.7,56.1,4.6,431.97,30.35,56.7
18.8,76.8,8.7,1443.84,42.75,87.5
23.3,84.2,7.8,1961.8600000000001,46.0,100.0
20.0,90.9,5.5,1818.0,48.2,100.0
22.0,84.2,6.0,1852.4,45.1,100.0
9.7,64.4,4.8,624.6800000000001,34.6,52.9
5.0,96.4,3.6,482.0,50.0,67.4
25.5,74.8,5.6,1907.3999999999999,40.199999999999996,100.0
12.7,84.8,5.8,1076.9599999999998,45.3,76.7
13.2,87.9,2.8,1160.28,45.35,60.9
24.3,91.8,9.8,2230.74,50.8,100.0
18.9,88.8,5.7,1678.3199999999997,47.25,99.5
18.2,82.0,3.5,1492.3999999999999,42.75,100.0
30.2,76.2,7.1,2301.2400000000002,41.65,100.0
10.5,89.7,7.0,941.85,48.35,76.2
21.5,81.2,7.3,1745.8,44.25,100.0
15.4,86.5,4.8,1332.1000000000001,45.65,89.4
16.9,67.8,8.0,1145.82,37.9,90.4
25.7,89.7,7.2,2305.29,48.45,100.0
18.6,81.2,5.6,1510.3200000000002,43.4,91.9
18.8,74.1,4.9,1393.08,39.5,100.0
22.5,90.8,4.1,2043.0,47.449999999999996,100.0
12.4,79.7,7.7,988.2800000000001,43.7,74.9
9.1,78.7,9.7,716.17,44.2,46.7
7.7,72.6,7.6,559.02,40.099999999999994,66.0
1.2,90.6,8.1,108.71999999999998,49.349999999999994,50.3
29.4,93.1,7.5,2737.14,50.3,100.0
7.3,76.8,4.9,560.64,40.85,55.8
13.5,90.5,4.0,1221.75,47.25,84.8
13.1,69.1,8.6,905.2099999999999,38.849999999999994,88.4
17.2,83.6,3.9,1437.9199999999998,43.75,96.4
20.7,79.2,7.8,1639.44,43.5,100.0
21.0,78.9,9.1,1656.9,44.0,94.8
10.9,97.9,5.1,1067.1100000000001,51.5,77.5
13.8,90.3,4.5,1246.14,47.4,79.2
17.0,76.4,4.3,1298.8000000000002,40.35,93.1
13.3,83.3,7.7,1107.89,45.5,100.0
26.3,91.1,4.1,2395.93,47.599999999999994,100.0
18.4,91.5,2.1,1683.6,46.8,70.5
20.1,81.6,5.4,1640.16,43.5,95.8
19.6,87.7,7.2,1718.92,47.45,97.0
23.2,89.9,1.7,2085.6800000000003,45.800000000000004,100.0
16.3,70.5,8.4,1149.15,39.45,88.2
5.9,79.7,7.5,470.23,43.6,80.6
17.8,90.4,3.7,1609.1200000000001,47.050000000000004,93.0
10.4,68.1,6.8,708.24,37.449999999999996,50.3
11.3,92.5,5.0,1045.25,48.75,84.8
19.1,81.6,6.7,1558.56,44.15,100.0
23.7,82.8,4.6,1962.36,43.699999999999996,92.5
15.1,79.0,6.1,1192.8999999999999,42.55,86.2
17.2,74.2,5.6,1276.24,39.9,84.5
26.9,92.5,5.2,2488.25,48.85,93.9
16.7,69.9,8.3,1167.3300000000002,39.1,88.9
33.2,70.7,4.5,2347.2400000000002,37.6,100.0
19.0,79.9,7.7,1518.1000000000001,43.800000000000004,100.0
2.7,85.9,6.0,231.93000000000004,45.95,44.8
20.3,93.5,4.9,1898.05,49.2,100.0
17.7,84.8,8.6,1500.9599999999998,46.699999999999996,92.2
24.0,83.5,3.3,2004.0,43.4,100.0
19.7,78.6,2.2,1548.4199999999998,40.4,100.0
14.0,86.1,6.1,1205.3999999999999,46.099999999999994,93.4
6.4,73.6,5.1,471.03999999999996,39.349999999999994,66.5
13.5,73.8,4.0,996.3,38.9,83.1
9.0,78.0,4.5,702.0,41.25,66.8
10.9,92.4,3.1,1007.1600000000001,47.75,89.2
19.1,79.3,8.5,1514.63,43.9,94.0
26.7,75.8,7.2,2023.86,41.5,100.0
17.8,93.2,5.7,1658.96,49.45,90.5
6.6,100.0,6.0,660.0,53.0,63.5
18.1,81.3,4.5,1471.53,42.9,93.4
23.4,84.8,6.0,1984.3199999999997,45.4,87.3
10.7,76.6,10.0,819.6199999999999,43.3,89.9
14.1,88.1,3.2,1242.2099999999998,45.65,86.6
15.1,71.9,6.4,1085.69,39.150000000000006,88.0
9.5,93.9,2.2,892.0500000000001,48.050000000000004,63.3
19.5,80.8,6.6,1575.6,43.699999999999996,98.9
14.2,81.4,4.0,1155.88,42.7,87.0
17.9,79.7,2.8,1426.6299999999999,41.25,78.6
8.8,87.3,8.3,768.24,47.8,78.2
11.9,84.9,2.4,1010.3100000000001,43.650000000000006,84.0
20.1,100.0,7.0,2010.0000000000002,53.5,88.7
12.4,91.1,9.1,1129.6399999999999,50.099999999999994,92.6
27.1,68.4,2.6,1853.6400000000003,35.5,100.0
12.2,77.8,4.4,949.1599999999999,41.1,79.3
16.6,87.7,4.5,1455.8200000000002,46.1,92.6
21.5,100.0,4.9,2150.0,52.45,100.0
5.1,75.6,7.8,385.55999999999995,41.699999999999996,54.4
2.7,99.9,6.9,269.73,53.400000000000006,56.1
4.3,73.1,6.8,314.33,39.949999999999996,54.7
23.8,89.7,4.4,2134.86,47.050000000000004,100.0
11.1,91.4,6.3,1014.5400000000001,48.85,100.0
32.9,91.6,4.8,3013.64,48.199999999999996,100.0
11.1,96.0,3.1,1065.6,49.55,78.5
16.3,86.0,4.3,1401.8,45.15,75.6
25.8,89.2,5.4,2301.36,47.300000000000004,100.0
29.0,85.5,4.5,2479.5,45.0,100.0
29.4,81.1,7.7,2384.3399999999997,44.4,100.0
23.5,96.0,1.5,2256.0,48.75,100.0
22.2,74.0,5.7,1642.8,39.85,100.0
19.1,84.3,4.1,1610.13,44.199999999999996,95.2
20.4,80.5,5.6,1642.1999999999998,43.05,100.0
11.1,81.1,6.4,900.2099999999999,43.75,80.1
9.3,70.3,8.5,653.7900000000001,39.4,77.7
15.0,74.3,3.5,1114.5,38.9,98.3
13.8,79.8,3.0,1101.24,41.4,73.8
11.8,86.8,5.5,1024.24,46.15,50.6
19.9,78.5,5.5,1562.1499999999999,42.0,100.0
21.7,83.3,6.5,1807.61,44.9,100.0
15.6,80.6,5.7,1257.36,43.15,100.0
25.3,86.2,4.8,2180.86,45.5,100.0
7.0,78.2,7.2,547.4,42.7,58.1
13.6,86.6,4.1,1177.76,45.349999999999994,75.6
10.0,79.7,3.0,797.0,41.35,67.7
1.9,98.3,5.3,186.76999999999998,51.8,70.1
14.4,94.3,7.7,1357.92,51.0,98.3
14.1,82.2,4.4,1159.02,43.300000000000004,85.3
25.6,96.1,3.1,2460.16,49.599999999999994,93.4
19.4,73.1,6.2,1418.1399999999999,39.65,92.2
7.8,91.0,9.2,709.8,50.1,77.8
28.0,87.5,7.9,2450.0,47.7,100.0
23.5,76.3,5.0,1793.05,40.65,100.0
19.1,89.2,2.1,1703.7200000000003,45.65,98.6
13.4,87.3,8.2,1169.82,47.75,96.9
8.3,100.0,5.7,830.0000000000001,52.85,75.4
12.4,96.5,9.1,1196.6000000000001,52.8,81.8
22.6,83.2,1.4,1880.3200000000002,42.300000000000004,100.0
28.2,99.1,5.5,2794.62,52.3,100.0
25.8,70.0,9.7,1806.0,39.85,100.0
11.6,86.2,3.1,999.92,44.65,76.9
7.2,74.6,7.4,537.12,41.0,62.9
16.0,100.0,3.9,1600.0,51.95,94.0
2.6,100.0,4.5,260.0,52.25,49.2
17.3,81.9,6.0,1416.8700000000001,43.95,89.7
14.0,82.8,8.0,1159.2,45.4,91.8
11.7,81.3,4.4,951.2099999999999,42.85,89.8
3.8,88.5,6.6,336.3,47.55,55.6
18.6,72.4,9.5,1346.64,40.95,98.7
11.3,94.1,6.6,1063.33,50.349999999999994,79.7
6.8,80.0,7.0,544.0,43.5,55.9
0.0,96.5,6.2,0.0,51.35,34.7
14.8,73.9,1.6,1093.72,37.75,100.0
27.4,73.9,5.5,2024.8600000000001,39.7,100.0
26.6,96.1,6.9,2556.2599999999998,51.5,100.0
11.8,98.8,10.0,1165.8400000000001,54.4,91.8
10.8,80.2,5.3,866.1600000000001,42.75,89.2
18.3,82.7,4.6,1513.41,43.65,97.3
8.0,83.5,6.6,668.0,45.05,68.9
17.1,93.2,10.0,1593.7200000000003,51.6,90.9
20.4,84.9,4.2,1731.96,44.550000000000004,96.1
23.6,76.9,9.0,1814.8400000000001,42.95,100.0
14.3,87.3,6.4,1248.39,46.85,79.0
13.6,98.4,2.6,1338.24,50.5,87.7
8.9,93.2,9.2,829.48,51.2,64.1
9.2,92.9,7.8,854.68,50.35,74.7
13.4,83.3,6.4,1116.22,44.85,95.3
17.6,66.4,3.4,1168.64,34.900000000000006,93.4
21.4,98.4,7.5,2105.7599999999998,52.95,100.0
9.4,83.4,3.0,783.96,43.2,77.8
25.4,92.3,2.1,2344.4199999999996,47.199999999999996,100.0
13.1,58.2,5.9,762.4200000000001,32.050000000000004,92.5
14.9,90.7,2.2,1351.43,46.45,72.3
9.8,96.7,2.8,947.6600000000001,49.75,65.0
0.0,81.6,7.2,0.0,44.4,46.6
21.2,79.2,9.2,1679.04,44.2,100.0
20.2,91.1,7.2,1840.2199999999998,49.15,99.2
13.0,80.9,4.6,1051.7,42.75,70.4
15.5,70.1,4.8,1086.55,37.449999999999996,89.6
18.6,93.0,5.3,1729.8000000000002,49.15,93.0
4.1,96.1,4.0,394.00999999999993,50.05,63.4
11.3,96.4,5.2,1089.3200000000002,50.800000000000004,93.2
20.6,93.5,8.0,1926.1000000000001,50.75,95.4
6.2,86.6,4.2,536.92,45.4,78.6
17.1,83.2,3.8,1422.7200000000003,43.5,88.8
5.5,91.4,1.6,502.70000000000005,46.5,63.2
18.3,98.6,8.0,1804.3799999999999,53.3,88.9
14.8,74.3,5.7,1099.64,40.0,95.4
3.7,77.0,6.5,284.90000000000003,41.75,48.8
23.2,80.2,6.2,1860.64,43.2,90.8
9.9,88.3,4.2,874.17,46.25,76.3
9.3,84.5,6.7,785.85,45.6,77.2
16.4,94.6,8.1,1551.4399999999998,51.349999999999994,94.9
23.0,88.6,5.2,2037.8,46.9,77.5
7.9,69.6,6.5,549.84,38.05,78.6
15.4,66.3,8.6,1021.02,37.449999999999996,95.8
18.0,91.5,3.4,1647.0,47.45,100.0
19.9,100.0,6.1,1989.9999999999998,53.05,93.5
16.2,76.4,4.1,1237.68,40.25,84.5
12.4,90.8,8.7,1125.92,49.75,82.6
9.2,84.7,3.1,779.24,43.9,71.5
15.6,100.0,2.8,1560.0,51.4,93.1
7.5,86.0,6.3,645.0,46.15,80.2
0.0,84.6,8.2,0.0,46.4,66.0
18.1,93.5,5.2,1692.3500000000001,49.35,100.0
21.3,94.0,8.8,2002.2,51.4,100.0
0.0,90.0,7.4,0.0,48.7,57.5
7.9,98.5,3.6,778.1500000000001,51.05,49.0
19.3,93.8,6.2,1810.34,50.0,87.5
29.4,100.0,6.2,2940.0,53.1,100.0
15.1,71.5,6.6,1079.6499999999999,39.05,100.0
9.9,74.8,8.6,740.52,41.699999999999996,66.3
13.7,86.5,7.6,1185.05,47.05,63.6
24.6,72.5,7.5,1783.5,40.0,100.0
10.5,82.5,5.0,866.25,43.75,79.8
9.4,79.1,5.6,743.54,42.349999999999994,80.7
11.6,88.6,6.0,1027.76,47.3,79.8
8.3,78.8,6.1,654.0400000000001,42.449999999999996,50.1
15.9,78.5,6.5,1248.15,42.5,78.4
26.4,84.8,8.6,2238.72,46.699999999999996,100.0
17.3,86.7,6.0,1499.91,46.35,96.1
13.2,63.8,9.8,842.16,36.8,74.0
13.0,92.8,6.7,1206.3999999999999,49.75,84.9
4.1,85.3,8.9,349.72999999999996,47.1,75.9
21.2,91.2,4.9,1933.44,48.050000000000004,100.0
14.5,90.2,9.1,1307.9,49.65,98.6
13.7,70.3,6.1,963.1099999999999,38.199999999999996,70.2
37.4,81.5,0.0,3048.1,40.75,100.0
17.1,84.6,3.6,1446.66,44.099999999999994,92.4
9.7,83.4,7.2,808.98,45.300000000000004,87.9
12.0,75.3,2.6,903.5999999999999,38.949999999999996,64.3
23.0,74.3,5.0,1708.8999999999999,39.65,100.0
15.8,86.2,8.4,1361.96,47.300000000000004,98.7
4.9,100.0,10.0,490.00000000000006,55.0,80.3
21.4,75.7,7.8,1619.98,41.75,100.0
10.3,88.6,3.7,912.58,46.15,82.4
28.1,100.0,3.4,2810.0,51.7,100.0
22.6,86.2,6.7,1948.1200000000001,46.45,87.9
11.9,100.0,5.0,1190.0,52.5,78.0
24.0,100.0,3.4,2400.0,51.7,100.0
15.5,100.0,7.7,1550.0,53.85,84.2
21.0,91.9,5.4,1929.9,48.650000000000006,93.6
18.4,100.0,6.4,1839.9999999999998,53.2,95.8
9.1,91.1,6.0,829.0099999999999,48.55,87.0
10.5,98.7,5.2,1036.3500000000001,51.95,63.9
22.2,81.1,8.1,1800.4199999999998,44.599999999999994,93.1
12.7,96.3,5.9,1223.01,51.1,89.8
12.2,89.5,6.2,1091.8999999999999,47.85,96.2
8.3,78.8,6.1,654.0400000000001,42.449999999999996,62.8
18.0,76.3,5.7,1373.3999999999999,41.0,95.4
29.4,89.0,9.0,2616.6,49.0,100.0
7.5,97.4,7.9,730.5,52.650000000000006,74.1
15.2,87.7,5.7,1333.04,46.7,100.0
24.9,100.0,7.4,2490.0,53.7,100.0
14.4,81.6,6.5,1175.04,44.05,81.9
18.2,79.3,4.4,1443.26,41.85,100.0
7.6,74.7,7.1,567.72,40.9,78.2
18.0,92.4,3.6,1663.2,48.0,73.4
13.7,93.3,5.3,1278.2099999999998,49.3,78.0
21.9,89.4,10.0,1957.86,49.7,100.0
23.3,95.7,5.3,2229.81,50.5,100.0
33.1,83.8,7.0,2773.78,45.4,100.0
19.1,85.9,5.6,1640.6900000000003,45.75,100.0
17.3,96.9,2.9,1676.3700000000001,49.900000000000006,100.0
16.4,86.6,4.3,1420.2399999999998,45.449999999999996,85.8
12.5,83.6,3.9,1045.0,43.75,98.1
17.4,72.5,5.8,1261.5,39.15,96.9
12.9,81.0,2.5,1044.9,41.75,84.3
16.2,81.5,4.2,1320.3,42.85,100.0
24.2,76.0,7.7,1839.2,41.85,99.8
8.0,93.1,7.1,744.8,50.099999999999994,69.8
23.0,70.4,5.5,1619.2,37.95,100.0
24.2,95.8,5.6,2318.3599999999997,50.699999999999996,100.0
14.2,77.0,6.5,1093.3999999999999,41.75,82.6
0.1,91.9,7.6,9.190000000000001,49.75,62.6
10.7,80.2,2.5,858.14,41.35,85.9
24.1,100.0,7.1,2410.0,53.55,100.0
14.8,97.9,2.2,1448.92,50.050000000000004,85.6
8.0,87.4,4.5,699.2,45.95,82.8
11.5,100.0,7.2,1150.0,53.6,53.6
20.9,94.1,1.4,1966.6899999999998,47.75,100.0
18.8,92.9,5.4,1746.5200000000002,49.150000000000006,89.9
13.3,98.6,5.2,1311.3799999999999,51.9,98.3
12.4,54.1,6.8,670.84,30.45,83.9
12.3,90.9,4.6,1118.0700000000002,47.75,71.7
8.5,88.7,4.2,753.95,46.45,61.4
26.3,97.3,2.1,2558.99,49.699999999999996,100.0
12.7,77.8,6.4,988.06,42.1,95.8
23.5,86.6,7.7,2035.1,47.15,100.0
25.6,90.8,9.2,2324.48,50.0,100.0
22.0,68.6,8.3,1509.1999999999998,38.449999999999996,100.0
12.0,90.8,4.6,1089.6,47.699999999999996,85.4
17.8,70.8,5.6,1260.24,38.199999999999996,99.5
14.8,100.0,5.8,1480.0,52.9,100.0
8.7,85.8,6.8,746.4599999999999,46.3,50.4
17.3,69.7,8.2,1205.8100000000002,38.95,95.4
6.7,86.2,7.1,577.5400000000001,46.65,73.6
23.3,90.6,4.1,2110.98,47.349999999999994,100.0
11.7,90.7,5.3,1061.19,48.0,85.8
16.4,83.4,5.1,1367.76,44.25,85.3
17.0,64.4,8.5,1094.8000000000002,36.45,97.8
13.2,73.0,6.7,963.5999999999999,39.85,77.4
19.1,89.7,10.0,1713.2700000000002,49.85,81.3
11.7,84.4,5.1,987.48,44.75,72.3
21.1,75.8,4.3,1599.38,40.05,83.8
5.6,80.4,7.4,450.24,43.900000000000006,74.8
15.9,84.2,5.6,1338.78,44.9,100.0
28.6,80.6,7.1,2305.16,43.849999999999994,100.0
8.0,60.6,4.7,484.8,32.65,60.5
10.3,71.1,8.9,732.33,40.0,78.6
18.6,79.3,2.9,1474.98,41.1,98.8
16.3,85.5,4.6,1393.65,45.05,100.0
17.5,78.7,5.8,1377.25,42.25,100.0
18.4,87.0,4.8,1600.8,45.9,100.0
19.4,93.9,5.2,1821.66,49.550000000000004,100.0
22.8,100.0,8.5,2280.0,54.25,96.8
17.9,78.2,4.7,1399.78,41.45,95.4
13.3,100.0,4.4,1330.0,52.2,75.8
19.7,77.3,4.0,1522.81,40.65,100.0
28.3,90.9,6.0,2572.4700000000003,48.45,100.0
14.1,90.5,6.9,1276.05,48.7,76.3
8.2,85.4,8.7,700.28,47.050000000000004,63.1
22.7,75.3,6.3,1709.31,40.8,100.0
14.2,78.3,6.7,1111.86,42.5,79.8
0.0,96.4,6.8,0.0,51.6,53.8
20.9,95.2,3.0,1989.6799999999998,49.1,100.0
11.3,81.3,5.6,918.69,43.449999999999996,85.2
14.4,75.6,5.6,1088.6399999999999,40.599999999999994,87.0
17.3,85.7,8.3,1482.6100000000001,47.0,91.0
16.3,94.2,4.6,1535.46,49.4,89.7
20.0,67.3,7.6,1346.0,37.449999999999996,99.4
12.0,91.6,4.6,1099.1999999999998,48.099999999999994,87.3
18.6,83.2,7.7,1547.5200000000002,45.45,97.1
13.2,100.0,6.4,1320.0,53.2,87.7
20.2,75.4,5.6,1523.0800000000002,40.5,100.0
19.3,79.0,5.8,1524.7,42.4,100.0
8.5,87.3,5.3,742.05,46.3,86.8
22.6,84.8,7.3,1916.48,46.05,98.3
11.2,87.5,8.2,979.9999999999999,47.85,91.0
20.7,94.1,6.2,1947.87,50.15,99.9
17.6,90.8,7.2,1598.0800000000002,49.0,92.6
27.9,76.9,4.1,2145.51,40.5,100.0
13.4,79.5,8.6,1065.3,44.05,87.7
12.6,92.8,4.8,1169.28,48.8,82.4
14.9,83.5,7.1,1244.15,45.3,92.5
12.9,91.3,5.6,1177.77,48.449999999999996,90.2
20.6,70.8,4.9,1458.48,37.85,96.1
3.7,79.8,4.7,295.26,42.25,57.1
7.6,100.0,4.4,760.0,52.2,65.2
7.5,76.5,4.8,573.75,40.65,74.1
21.7,75.5,6.3,1638.35,40.9,100.0
27.0,82.3,4.8,2222.1,43.55,100.0
14.3,87.6,2.7,1252.68,45.15,94.7
13.8,88.2,9.7,1217.16,48.95,68.8
15.5,92.9,6.7,1439.95,49.800000000000004,83.1
23.1,72.5,8.3,1674.75,40.4,96.1
8.5,73.4,3.6,623.9000000000001,38.5,63.0
16.7,75.5,6.6,1260.85,41.05,91.6
21.8,91.5,6.5,1994.7,49.0,100.0
18.5,77.0,7.3,1424.5,42.15,87.0
16.3,95.0,6.5,1548.5,50.75,91.5
22.0,67.2,9.4,1478.4,38.300000000000004,99.2
0.0,89.0,6.1,0.0,47.55,60.7
19.7,84.5,6.8,1664.6499999999999,45.65,100.0
10.4,98.1,6.5,1020.24,52.3,87.8
2.2,95.2,5.0,209.44000000000003,50.1,52.6
18.6,89.1,5.0,1657.26,47.05,81.3
24.6,100.0,7.1,2460.0,53.55,100.0
14.0,86.1,4.9,1205.3999999999999,45.5,100.0
21.7,95.7,7.7,2076.69,51.7,97.4
26.3,82.3,5.9,2164.49,44.1,100.0
